periodo,ano,mes,estado,regiao,bioma,cidade,precipitacao_mm_total,precipitacao_dias_sem_chuva,temp_max_media,temp_min_media,registros_diarios,media_hist_mm,anomalia_pct,evento_climatico
201707,2017,7,RS,Sul,Pampa,Porto Alegre,29.6,26,21.751612903225805,10.503225806451614,31,131.1,-77.42,seca_severa
201708,2017,8,RS,Sul,Pampa,Porto Alegre,96.5,19,21.94193548387097,12.26774193548387,31,100.80909090909091,-4.27,normal
201709,2017,9,RS,Sul,Pampa,Porto Alegre,176.6,15,24.90333333333333,16.3,30,172.28181818181818,2.51,normal
201710,2017,10,RS,Sul,Pampa,Porto Alegre,241.7,12,23.97741935483871,15.641935483870968,31,145.75454545454545,65.83,chuva_intensa
201711,2017,11,RS,Sul,Pampa,Porto Alegre,129.7,16,24.82,15.573333333333332,30,122.24545454545455,6.1,normal
201712,2017,12,RS,Sul,Pampa,Porto Alegre,77.6,13,28.41935483870968,19.074193548387097,31,114.92727272727274,-32.48,seca_moderada
201801,2018,1,RS,Sul,Pampa,Porto Alegre,116.7,9,28.783870967741933,20.66774193548387,31,111.93333333333334,4.26,normal
201802,2018,2,RS,Sul,Pampa,Porto Alegre,67.1,14,28.50357142857143,19.289285714285715,28,83.7,-19.83,normal
201803,2018,3,RS,Sul,Pampa,Porto Alegre,164.8,6,26.90967741935484,18.845161290322583,31,115.20833333333333,43.05,normal
201804,2018,4,RS,Sul,Pampa,Porto Alegre,58.0,16,27.21,18.90333333333333,30,94.56666666666666,-38.67,seca_moderada
201805,2018,5,RS,Sul,Pampa,Porto Alegre,76.2,18,22.21935483870968,14.229032258064516,31,165.0,-53.82,seca_moderada
201806,2018,6,RS,Sul,Pampa,Porto Alegre,133.4,15,17.473333333333336,9.26,30,135.01666666666668,-1.2,normal
201807,2018,7,RS,Sul,Pampa,Porto Alegre,195.7,9,18.27741935483871,11.058064516129033,31,131.1,49.28,normal
201808,2018,8,RS,Sul,Pampa,Porto Alegre,149.8,15,18.503225806451614,9.338709677419354,31,100.80909090909091,48.6,normal
201809,2018,9,RS,Sul,Pampa,Porto Alegre,177.5,11,23.05,15.253333333333334,30,172.28181818181818,3.03,normal
201810,2018,10,RS,Sul,Pampa,Porto Alegre,78.30000000000001,8,24.074193548387097,15.558064516129033,31,145.75454545454545,-46.28,seca_moderada
201811,2018,11,RS,Sul,Pampa,Porto Alegre,136.6,17,27.2,17.526666666666664,30,122.24545454545455,11.74,normal
201812,2018,12,RS,Sul,Pampa,Porto Alegre,58.8,13,28.91935483870968,19.5,31,114.92727272727274,-48.84,seca_moderada
201901,2019,1,RS,Sul,Pampa,Porto Alegre,116.4,7,31.358064516129037,22.616129032258065,31,111.93333333333334,3.99,normal
201902,2019,2,RS,Sul,Pampa,Porto Alegre,98.7,13,28.964285714285715,20.214285714285715,28,83.7,17.92,normal
201903,2019,3,RS,Sul,Pampa,Porto Alegre,102.7,13,26.848387096774196,18.835483870967742,31,115.20833333333333,-10.86,normal
201904,2019,4,RS,Sul,Pampa,Porto Alegre,142.6,9,25.30666666666667,18.05666666666667,30,94.56666666666666,50.79,chuva_intensa
201905,2019,5,RS,Sul,Pampa,Porto Alegre,194.2,8,22.33870967741936,16.006451612903227,31,165.0,17.7,normal
201906,2019,6,RS,Sul,Pampa,Porto Alegre,51.9,19,23.05333333333333,13.296666666666663,30,135.01666666666668,-61.56,seca_severa
201907,2019,7,RS,Sul,Pampa,Porto Alegre,107.8,19,17.91290322580645,9.25483870967742,31,131.1,-17.77,normal
201908,2019,8,RS,Sul,Pampa,Porto Alegre,59.6,21,20.05161290322581,10.348387096774196,31,100.80909090909091,-40.88,seca_moderada
201909,2019,9,RS,Sul,Pampa,Porto Alegre,86.9,16,21.636666666666667,12.043333333333331,30,172.28181818181818,-49.56,seca_moderada
201910,2019,10,RS,Sul,Pampa,Porto Alegre,247.0,13,24.870967741935484,16.483870967741936,31,145.75454545454545,69.46,chuva_intensa
201911,2019,11,RS,Sul,Pampa,Porto Alegre,134.5,13,26.8,17.323333333333334,30,122.24545454545455,10.02,normal
201912,2019,12,RS,Sul,Pampa,Porto Alegre,27.4,23,30.57741935483871,18.635483870967743,31,114.92727272727274,-76.16,seca_severa
202001,2020,1,RS,Sul,Pampa,Porto Alegre,130.2,12,30.316129032258065,20.77741935483871,31,111.93333333333334,16.32,normal
202002,2020,2,RS,Sul,Pampa,Porto Alegre,61.9,9,30.113793103448277,19.910344827586208,29,83.7,-26.05,normal
202003,2020,3,RS,Sul,Pampa,Porto Alegre,36.0,21,29.932258064516127,19.625806451612902,31,115.20833333333333,-68.75,seca_severa
202004,2020,4,RS,Sul,Pampa,Porto Alegre,37.5,17,25.2,15.623333333333331,30,94.56666666666666,-60.35,seca_severa
202005,2020,5,RS,Sul,Pampa,Porto Alegre,169.3,21,21.370967741935484,12.02258064516129,31,165.0,2.61,normal
202006,2020,6,RS,Sul,Pampa,Porto Alegre,197.9,16,20.40333333333333,12.3,30,135.01666666666668,46.57,normal
202007,2020,7,RS,Sul,Pampa,Porto Alegre,227.3,20,18.16774193548387,9.13548387096774,31,131.1,73.38,chuva_intensa
202008,2020,8,RS,Sul,Pampa,Porto Alegre,73.1,18,21.225806451612904,10.641935483870968,31,100.80909090909091,-27.49,normal
202009,2020,9,RS,Sul,Pampa,Porto Alegre,194.4,8,21.316666666666663,12.96,30,172.28181818181818,12.84,normal
202010,2020,10,RS,Sul,Pampa,Porto Alegre,112.2,16,23.59354838709677,15.09032258064516,31,145.75454545454545,-23.02,normal
202011,2020,11,RS,Sul,Pampa,Porto Alegre,113.1,12,26.28,16.62666666666667,30,122.24545454545455,-7.48,normal
202012,2020,12,RS,Sul,Pampa,Porto Alegre,96.9,11,28.69032258064516,19.31290322580645,31,114.92727272727274,-15.69,normal
202101,2021,1,RS,Sul,Pampa,Porto Alegre,111.4,8,30.274193548387096,21.016129032258064,31,111.93333333333334,-0.48,normal
202102,2021,2,RS,Sul,Pampa,Porto Alegre,47.1,7,28.85,19.82857142857143,28,83.7,-43.73,seca_moderada
202103,2021,3,RS,Sul,Pampa,Porto Alegre,146.1,10,27.24516129032258,19.996774193548383,31,115.20833333333333,26.81,normal
202104,2021,4,RS,Sul,Pampa,Porto Alegre,26.4,16,26.176666666666662,16.853333333333335,30,94.56666666666666,-72.08,seca_severa
202105,2021,5,RS,Sul,Pampa,Porto Alegre,158.5,19,19.993548387096773,10.703225806451613,31,165.0,-3.94,normal
202106,2021,6,RS,Sul,Pampa,Porto Alegre,149.3,12,17.9,10.97,30,135.01666666666668,10.58,normal
202107,2021,7,RS,Sul,Pampa,Porto Alegre,47.4,24,18.75483870967742,8.361290322580645,31,131.1,-63.84,seca_severa
202108,2021,8,RS,Sul,Pampa,Porto Alegre,114.7,20,20.932258064516127,12.22258064516129,31,100.80909090909091,13.78,normal
202109,2021,9,RS,Sul,Pampa,Porto Alegre,191.4,10,22.01333333333333,14.37,30,172.28181818181818,11.1,normal
202110,2021,10,RS,Sul,Pampa,Porto Alegre,57.7,13,24.32903225806452,14.59032258064516,31,145.75454545454545,-60.41,seca_severa
202111,2021,11,RS,Sul,Pampa,Porto Alegre,73.0,17,27.2,17.013333333333332,30,122.24545454545455,-40.28,seca_moderada
202112,2021,12,RS,Sul,Pampa,Porto Alegre,79.2,17,28.490322580645163,18.64516129032258,31,114.92727272727274,-31.09,seca_moderada
202201,2022,1,RS,Sul,Pampa,Porto Alegre,87.5,15,32.54516129032258,21.76451612903226,31,111.93333333333334,-21.83,normal
202202,2022,2,RS,Sul,Pampa,Porto Alegre,100.0,14,30.767857142857142,19.97142857142857,28,83.7,19.47,normal
202203,2022,3,RS,Sul,Pampa,Porto Alegre,141.6,10,26.88064516129032,18.94193548387097,31,115.20833333333333,22.91,normal
202204,2022,4,RS,Sul,Pampa,Porto Alegre,99.5,9,23.756666666666668,15.373333333333331,30,94.56666666666666,5.22,normal
202205,2022,5,RS,Sul,Pampa,Porto Alegre,171.1,13,19.26451612903226,11.725806451612904,31,165.0,3.7,normal
202206,2022,6,RS,Sul,Pampa,Porto Alegre,151.20000000000002,15,16.81,9.146666666666668,30,135.01666666666668,11.99,normal
202207,2022,7,RS,Sul,Pampa,Porto Alegre,144.7,15,21.335483870967742,12.358064516129032,31,131.1,10.37,normal
202208,2022,8,RS,Sul,Pampa,Porto Alegre,84.7,14,19.62258064516129,10.087096774193547,31,100.80909090909091,-15.98,normal
202209,2022,9,RS,Sul,Pampa,Porto Alegre,64.8,17,20.90333333333333,11.47,30,172.28181818181818,-62.39,seca_severa
202210,2022,10,RS,Sul,Pampa,Porto Alegre,121.5,6,23.26451612903226,14.238709677419354,31,145.75454545454545,-16.64,normal
202211,2022,11,RS,Sul,Pampa,Porto Alegre,52.0,15,26.043333333333333,15.613333333333332,30,122.24545454545455,-57.46,seca_moderada
202212,2022,12,RS,Sul,Pampa,Porto Alegre,92.1,12,29.448387096774194,18.97741935483871,31,114.92727272727274,-19.86,normal
202301,2023,1,RS,Sul,Pampa,Porto Alegre,45.9,9,31.703225806451613,21.038709677419355,31,111.93333333333334,-58.99,seca_moderada
202302,2023,2,RS,Sul,Pampa,Porto Alegre,67.2,12,30.389285714285712,19.785714285714285,28,83.7,-19.71,normal
202303,2023,3,RS,Sul,Pampa,Porto Alegre,92.8,7,30.125806451612902,21.02258064516129,31,115.20833333333333,-19.45,normal
202304,2023,4,RS,Sul,Pampa,Porto Alegre,24.7,15,25.21333333333333,16.083333333333332,30,94.56666666666666,-73.88,seca_severa
202305,2023,5,RS,Sul,Pampa,Porto Alegre,95.3,19,22.5258064516129,14.196774193548388,31,165.0,-42.24,seca_moderada
202306,2023,6,RS,Sul,Pampa,Porto Alegre,184.6,17,20.68,11.88,30,135.01666666666668,36.72,normal
202307,2023,7,RS,Sul,Pampa,Porto Alegre,222.4,17,19.67419354838709,11.25483870967742,31,131.1,69.64,chuva_intensa
202308,2023,8,RS,Sul,Pampa,Porto Alegre,125.8,20,21.306451612903224,11.15483870967742,31,100.80909090909091,24.79,normal
202309,2023,9,RS,Sul,Pampa,Porto Alegre,427.7,8,22.66,14.633333333333333,30,172.28181818181818,148.26,enchente_severa
202310,2023,10,RS,Sul,Pampa,Porto Alegre,169.9,13,23.067741935483877,14.851612903225806,31,145.75454545454545,16.57,normal
202311,2023,11,RS,Sul,Pampa,Porto Alegre,288.0,10,25.82333333333333,16.86,30,122.24545454545455,135.59,enchente_severa
202312,2023,12,RS,Sul,Pampa,Porto Alegre,104.6,8,29.306451612903224,20.080645161290324,31,114.92727272727274,-8.99,normal
202401,2024,1,RS,Sul,Pampa,Porto Alegre,130.3,4,29.029032258064515,20.096774193548388,31,111.93333333333334,16.41,normal
202402,2024,2,RS,Sul,Pampa,Porto Alegre,109.8,12,30.93103448275862,21.403448275862072,29,83.7,31.18,normal
202403,2024,3,RS,Sul,Pampa,Porto Alegre,89.89999999999999,16,29.287096774193547,19.94193548387097,31,115.20833333333333,-21.97,normal
202404,2024,4,RS,Sul,Pampa,Porto Alegre,238.1,8,25.793333333333333,18.26,30,94.56666666666666,151.78,enchente_severa
202405,2024,5,RS,Sul,Pampa,Porto Alegre,356.1,10,20.13225806451613,13.52258064516129,31,165.0,115.82,enchente_severa
202406,2024,6,RS,Sul,Pampa,Porto Alegre,160.79999999999998,18,21.64333333333333,13.346666666666666,30,135.01666666666668,19.1,normal
202407,2024,7,RS,Sul,Pampa,Porto Alegre,101.9,17,17.874193548387098,10.148387096774194,31,131.1,-22.27,normal
202408,2024,8,RS,Sul,Pampa,Porto Alegre,86.8,13,20.335483870967742,11.37741935483871,31,100.80909090909091,-13.9,normal
202409,2024,9,RS,Sul,Pampa,Porto Alegre,189.8,15,23.9,14.413333333333332,30,172.28181818181818,10.17,normal
202410,2024,10,RS,Sul,Pampa,Porto Alegre,82.10000000000001,15,24.835483870967742,16.016129032258064,31,145.75454545454545,-43.67,seca_moderada
202411,2024,11,RS,Sul,Pampa,Porto Alegre,86.2,10,28.173333333333336,18.8,30,122.24545454545455,-29.49,normal
202412,2024,12,RS,Sul,Pampa,Porto Alegre,152.2,9,27.55806451612903,18.451612903225808,31,114.92727272727274,32.43,normal
202501,2025,1,RS,Sul,Pampa,Porto Alegre,79.3,6,30.458064516129035,21.00967741935484,31,111.93333333333334,-29.15,normal
202502,2025,2,RS,Sul,Pampa,Porto Alegre,43.5,10,32.74285714285714,22.32857142857143,28,83.7,-48.03,seca_moderada
202503,2025,3,RS,Sul,Pampa,Porto Alegre,59.6,14,30.774193548387096,20.848387096774196,31,115.20833333333333,-48.27,seca_moderada
202504,2025,4,RS,Sul,Pampa,Porto Alegre,121.2,13,24.33333333333333,16.27,30,94.56666666666666,28.16,normal
202505,2025,5,RS,Sul,Pampa,Porto Alegre,204.6,19,23.125806451612902,14.341935483870966,31,165.0,24.0,normal
202506,2025,6,RS,Sul,Pampa,Porto Alegre,205.6,15,17.413333333333334,9.96,30,135.01666666666668,52.28,chuva_intensa
202507,2025,7,RS,Sul,Pampa,Porto Alegre,110.9,22,18.33225806451613,9.396774193548389,31,131.1,-15.41,normal
202508,2025,8,RS,Sul,Pampa,Porto Alegre,111.0,17,20.41290322580645,11.67741935483871,31,100.80909090909091,10.11,normal
202509,2025,9,RS,Sul,Pampa,Porto Alegre,149.5,15,22.506666666666668,13.666666666666666,30,172.28181818181818,-13.22,normal
202510,2025,10,RS,Sul,Pampa,Porto Alegre,110.3,11,24.432258064516127,15.406451612903227,31,145.75454545454545,-24.32,normal
202511,2025,11,RS,Sul,Pampa,Porto Alegre,95.9,14,26.46333333333333,16.586666666666666,30,122.24545454545455,-21.55,normal
202512,2025,12,RS,Sul,Pampa,Porto Alegre,163.29999999999998,9,30.23548387096774,20.44516129032258,31,114.92727272727274,42.09,normal
202601,2026,1,RS,Sul,Pampa,Porto Alegre,130.9,11,29.725806451612904,20.20967741935484,31,111.93333333333334,16.94,normal
202602,2026,2,RS,Sul,Pampa,Porto Alegre,73.4,6,29.732142857142858,20.65357142857143,28,83.7,-12.31,normal
202603,2026,3,RS,Sul,Pampa,Porto Alegre,83.8,10,29.758064516129032,21.029032258064515,31,115.20833333333333,-27.26,normal
202604,2026,4,RS,Sul,Pampa,Porto Alegre,109.1,13,25.476666666666667,17.826666666666664,30,94.56666666666666,15.37,normal
202605,2026,5,RS,Sul,Pampa,Porto Alegre,108.8,12,20.325806451612905,12.125806451612902,31,165.0,-34.06,seca_moderada
202606,2026,6,RS,Sul,Pampa,Porto Alegre,1.3,3,20.15,12.15,4,135.01666666666668,-99.04,seca_severa
201501,2015,1,SC,Sul,Mata Atlântica,Florianópolis,197.6,4,29.48064516129032,23.82903225806452,31,158.74166666666667,24.48,normal
201502,2015,2,SC,Sul,Mata Atlântica,Florianópolis,370.7,2,27.639285714285712,22.785714285714285,28,175.67499999999998,111.01,enchente_severa
201503,2015,3,SC,Sul,Mata Atlântica,Florianópolis,173.79999999999998,3,26.18064516129032,21.548387096774192,31,132.31666666666666,31.35,normal
201504,2015,4,SC,Sul,Mata Atlântica,Florianópolis,49.3,8,24.23333333333333,19.48333333333333,30,96.44166666666666,-48.88,seca_moderada
201505,2015,5,SC,Sul,Mata Atlântica,Florianópolis,156.6,9,21.932258064516127,17.654838709677417,31,118.29166666666667,32.38,normal
201506,2015,6,SC,Sul,Mata Atlântica,Florianópolis,101.9,17,21.10333333333333,14.736666666666668,30,94.48333333333333,7.85,normal
201507,2015,7,SC,Sul,Mata Atlântica,Florianópolis,158.1,11,20.23225806451613,15.40967741935484,31,74.2,113.07,enchente_severa
201508,2015,8,SC,Sul,Mata Atlântica,Florianópolis,48.1,19,22.870967741935484,17.416129032258063,31,83.45454545454545,-42.36,seca_moderada
201509,2015,9,SC,Sul,Mata Atlântica,Florianópolis,181.9,7,22.203333333333333,16.953333333333333,30,109.42727272727274,66.23,chuva_intensa
201510,2015,10,SC,Sul,Mata Atlântica,Florianópolis,227.3,5,22.151612903225807,17.874193548387098,31,170.75454545454545,33.12,normal
201511,2015,11,SC,Sul,Mata Atlântica,Florianópolis,159.0,3,23.34333333333333,19.576666666666664,30,137.46363636363637,15.67,normal
201512,2015,12,SC,Sul,Mata Atlântica,Florianópolis,223.9,1,26.71935483870968,22.01935483870968,31,164.47272727272727,36.13,normal
201601,2016,1,SC,Sul,Mata Atlântica,Florianópolis,145.0,8,27.387096774193548,22.416129032258063,31,158.74166666666667,-8.66,normal
201602,2016,2,SC,Sul,Mata Atlântica,Florianópolis,253.1,4,28.0,23.42413793103448,29,175.67499999999998,44.07,normal
201603,2016,3,SC,Sul,Mata Atlântica,Florianópolis,186.7,5,26.725806451612904,21.41290322580645,31,132.31666666666666,41.1,normal
201604,2016,4,SC,Sul,Mata Atlântica,Florianópolis,105.1,15,26.98,21.82333333333333,30,96.44166666666666,8.98,normal
201605,2016,5,SC,Sul,Mata Atlântica,Florianópolis,86.5,11,20.22258064516129,15.670967741935485,31,118.29166666666667,-26.88,normal
201606,2016,6,SC,Sul,Mata Atlântica,Florianópolis,49.9,22,17.08,11.343333333333334,30,94.48333333333333,-47.19,seca_moderada
201607,2016,7,SC,Sul,Mata Atlântica,Florianópolis,76.2,24,19.345161290322583,13.170967741935485,31,74.2,2.7,normal
201608,2016,8,SC,Sul,Mata Atlântica,Florianópolis,133.9,17,20.50967741935484,13.86774193548387,31,83.45454545454545,60.45,chuva_intensa
201609,2016,9,SC,Sul,Mata Atlântica,Florianópolis,80.5,18,21.13,14.956666666666669,30,109.42727272727274,-26.44,normal
201610,2016,10,SC,Sul,Mata Atlântica,Florianópolis,166.1,7,22.18064516129032,17.42258064516129,31,170.75454545454545,-2.73,normal
201611,2016,11,SC,Sul,Mata Atlântica,Florianópolis,88.0,8,24.046666666666667,18.523333333333333,30,137.46363636363637,-35.98,seca_moderada
201612,2016,12,SC,Sul,Mata Atlântica,Florianópolis,214.1,5,26.25483870967742,21.138709677419357,31,164.47272727272727,30.17,normal
201701,2017,1,SC,Sul,Mata Atlântica,Florianópolis,125.6,5,29.493548387096773,23.187096774193545,31,158.74166666666667,-20.88,normal
201702,2017,2,SC,Sul,Mata Atlântica,Florianópolis,119.7,6,29.392857142857142,23.52857142857143,28,175.67499999999998,-31.86,seca_moderada
201703,2017,3,SC,Sul,Mata Atlântica,Florianópolis,111.2,4,27.22258064516129,21.83870967741936,31,132.31666666666666,-15.96,normal
201704,2017,4,SC,Sul,Mata Atlântica,Florianópolis,94.9,6,24.486666666666668,19.426666666666662,30,96.44166666666666,-1.6,normal
201705,2017,5,SC,Sul,Mata Atlântica,Florianópolis,216.7,6,22.86774193548387,17.787096774193547,31,118.29166666666667,83.19,chuva_intensa
201706,2017,6,SC,Sul,Mata Atlântica,Florianópolis,125.2,15,21.466666666666665,14.926666666666668,30,94.48333333333333,32.51,normal
201707,2017,7,SC,Sul,Mata Atlântica,Florianópolis,13.8,21,21.361290322580647,13.712903225806452,31,74.2,-81.4,seca_severa
201708,2017,8,SC,Sul,Mata Atlântica,Florianópolis,68.2,17,21.677419354838708,15.506451612903223,31,83.45454545454545,-18.28,normal
201709,2017,9,SC,Sul,Mata Atlântica,Florianópolis,85.4,20,23.58333333333333,18.316666666666663,30,109.42727272727274,-21.96,normal
201710,2017,10,SC,Sul,Mata Atlântica,Florianópolis,81.0,10,24.56451612903226,18.138709677419357,31,170.75454545454545,-52.56,seca_moderada
201711,2017,11,SC,Sul,Mata Atlântica,Florianópolis,94.9,12,24.703333333333333,18.12,30,137.46363636363637,-30.96,seca_moderada
201712,2017,12,SC,Sul,Mata Atlântica,Florianópolis,173.0,6,26.538709677419355,21.048387096774192,31,164.47272727272727,5.18,normal
201801,2018,1,SC,Sul,Mata Atlântica,Florianópolis,169.9,6,28.11935483870968,22.17096774193548,31,158.74166666666667,7.03,normal
201802,2018,2,SC,Sul,Mata Atlântica,Florianópolis,134.7,4,27.075,21.05,28,175.67499999999998,-23.32,normal
201803,2018,3,SC,Sul,Mata Atlântica,Florianópolis,154.9,8,27.1,21.906451612903226,31,132.31666666666666,17.07,normal
201804,2018,4,SC,Sul,Mata Atlântica,Florianópolis,25.5,10,27.19333333333333,20.21333333333333,30,96.44166666666666,-73.56,seca_severa
201805,2018,5,SC,Sul,Mata Atlântica,Florianópolis,45.2,12,23.483870967741936,17.806451612903224,31,118.29166666666667,-61.79,seca_severa
201806,2018,6,SC,Sul,Mata Atlântica,Florianópolis,42.0,16,20.290000000000003,14.26,30,94.48333333333333,-55.55,seca_moderada
201807,2018,7,SC,Sul,Mata Atlântica,Florianópolis,69.39999999999999,19,20.370967741935484,14.103225806451611,31,74.2,-6.47,normal
201808,2018,8,SC,Sul,Mata Atlântica,Florianópolis,64.7,18,19.541935483870965,12.716129032258063,31,83.45454545454545,-22.47,normal
201809,2018,9,SC,Sul,Mata Atlântica,Florianópolis,162.0,8,22.366666666666667,16.793333333333333,30,109.42727272727274,48.04,normal
201810,2018,10,SC,Sul,Mata Atlântica,Florianópolis,160.29999999999998,5,23.1,18.396774193548385,31,170.75454545454545,-6.12,normal
201811,2018,11,SC,Sul,Mata Atlântica,Florianópolis,90.2,5,25.226666666666667,19.773333333333333,30,137.46363636363637,-34.38,seca_moderada
201812,2018,12,SC,Sul,Mata Atlântica,Florianópolis,97.4,5,27.741935483870968,21.135483870967743,31,164.47272727272727,-40.78,seca_moderada
201901,2019,1,SC,Sul,Mata Atlântica,Florianópolis,97.9,3,30.751612903225805,24.22258064516129,31,158.74166666666667,-38.33,seca_moderada
201902,2019,2,SC,Sul,Mata Atlântica,Florianópolis,135.0,5,28.11428571428572,21.885714285714283,28,175.67499999999998,-23.15,normal
201903,2019,3,SC,Sul,Mata Atlântica,Florianópolis,121.0,3,27.287096774193547,21.55806451612903,31,132.31666666666666,-8.55,normal
201904,2019,4,SC,Sul,Mata Atlântica,Florianópolis,125.3,8,26.33333333333333,20.236666666666668,30,96.44166666666666,29.92,normal
201905,2019,5,SC,Sul,Mata Atlântica,Florianópolis,188.7,8,23.77741935483871,18.82903225806452,31,118.29166666666667,59.52,chuva_intensa
201906,2019,6,SC,Sul,Mata Atlântica,Florianópolis,41.4,20,23.703333333333333,16.113333333333333,30,94.48333333333333,-56.18,seca_moderada
201907,2019,7,SC,Sul,Mata Atlântica,Florianópolis,69.4,16,20.074193548387097,13.341935483870968,31,74.2,-6.47,normal
201908,2019,8,SC,Sul,Mata Atlântica,Florianópolis,23.6,17,20.461290322580645,13.858064516129032,31,83.45454545454545,-71.72,seca_severa
201909,2019,9,SC,Sul,Mata Atlântica,Florianópolis,71.3,9,20.923333333333336,15.943333333333332,30,109.42727272727274,-34.84,seca_moderada
201910,2019,10,SC,Sul,Mata Atlântica,Florianópolis,77.1,8,24.929032258064517,18.81290322580645,31,170.75454545454545,-54.85,seca_moderada
201911,2019,11,SC,Sul,Mata Atlântica,Florianópolis,106.3,6,25.21,19.55333333333333,30,137.46363636363637,-22.67,normal
201912,2019,12,SC,Sul,Mata Atlântica,Florianópolis,61.2,11,27.258064516129032,20.82258064516129,31,164.47272727272727,-62.79,seca_severa
202001,2020,1,SC,Sul,Mata Atlântica,Florianópolis,200.9,8,28.106451612903225,22.18064516129032,31,158.74166666666667,26.56,normal
202002,2020,2,SC,Sul,Mata Atlântica,Florianópolis,153.2,5,27.04827586206897,21.589655172413792,29,175.67499999999998,-12.79,normal
202003,2020,3,SC,Sul,Mata Atlântica,Florianópolis,57.2,4,27.17419354838709,20.970967741935485,31,132.31666666666666,-56.77,seca_moderada
202004,2020,4,SC,Sul,Mata Atlântica,Florianópolis,35.3,14,25.28666666666667,17.723333333333336,30,96.44166666666666,-63.4,seca_severa
202005,2020,5,SC,Sul,Mata Atlântica,Florianópolis,31.9,22,23.30967741935484,14.951612903225806,31,118.29166666666667,-73.03,seca_severa
202006,2020,6,SC,Sul,Mata Atlântica,Florianópolis,138.7,14,22.07,15.726666666666668,30,94.48333333333333,46.8,normal
202007,2020,7,SC,Sul,Mata Atlântica,Florianópolis,82.5,17,19.98064516129032,13.02258064516129,31,74.2,11.19,normal
202008,2020,8,SC,Sul,Mata Atlântica,Florianópolis,74.4,19,20.69032258064516,14.23225806451613,31,83.45454545454545,-10.85,normal
202009,2020,9,SC,Sul,Mata Atlântica,Florianópolis,96.3,12,22.34,16.313333333333333,30,109.42727272727274,-12.0,normal
202010,2020,10,SC,Sul,Mata Atlântica,Florianópolis,91.0,9,23.993548387096773,17.887096774193548,31,170.75454545454545,-46.71,seca_moderada
202011,2020,11,SC,Sul,Mata Atlântica,Florianópolis,120.2,3,24.94,18.90666666666667,30,137.46363636363637,-12.56,normal
202012,2020,12,SC,Sul,Mata Atlântica,Florianópolis,232.5,1,26.71935483870968,21.251612903225805,31,164.47272727272727,41.36,normal
202101,2021,1,SC,Sul,Mata Atlântica,Florianópolis,296.6,0,27.34193548387097,22.635483870967743,31,158.74166666666667,86.84,chuva_intensa
202102,2021,2,SC,Sul,Mata Atlântica,Florianópolis,171.4,9,28.28214285714285,21.314285714285717,28,175.67499999999998,-2.43,normal
202103,2021,3,SC,Sul,Mata Atlântica,Florianópolis,202.0,4,27.574193548387097,21.74516129032258,31,132.31666666666666,52.66,chuva_intensa
202104,2021,4,SC,Sul,Mata Atlântica,Florianópolis,73.2,8,24.62333333333333,18.97,30,96.44166666666666,-24.1,normal
202105,2021,5,SC,Sul,Mata Atlântica,Florianópolis,85.9,14,21.86774193548387,14.94516129032258,31,118.29166666666667,-27.38,normal
202106,2021,6,SC,Sul,Mata Atlântica,Florianópolis,221.0,11,20.01,14.113333333333332,30,94.48333333333333,133.9,enchente_severa
202107,2021,7,SC,Sul,Mata Atlântica,Florianópolis,21.7,22,19.793548387096774,11.84516129032258,31,74.2,-70.75,seca_severa
202108,2021,8,SC,Sul,Mata Atlântica,Florianópolis,55.6,12,21.048387096774192,14.65483870967742,31,83.45454545454545,-33.38,seca_moderada
202109,2021,9,SC,Sul,Mata Atlântica,Florianópolis,114.5,6,22.473333333333336,16.933333333333334,30,109.42727272727274,4.64,normal
202110,2021,10,SC,Sul,Mata Atlântica,Florianópolis,171.7,7,22.31935483870968,17.532258064516128,31,170.75454545454545,0.55,normal
202111,2021,11,SC,Sul,Mata Atlântica,Florianópolis,99.7,6,24.65333333333333,19.146666666666665,30,137.46363636363637,-27.47,normal
202112,2021,12,SC,Sul,Mata Atlântica,Florianópolis,59.6,3,26.56451612903226,20.287096774193547,31,164.47272727272727,-63.76,seca_severa
202201,2022,1,SC,Sul,Mata Atlântica,Florianópolis,91.4,9,29.04516129032258,22.61290322580645,31,158.74166666666667,-42.42,seca_moderada
202202,2022,2,SC,Sul,Mata Atlântica,Florianópolis,96.0,6,29.160714285714285,21.842857142857145,28,175.67499999999998,-45.35,seca_moderada
202203,2022,3,SC,Sul,Mata Atlântica,Florianópolis,173.1,4,27.638709677419357,21.783870967741933,31,132.31666666666666,30.82,normal
202204,2022,4,SC,Sul,Mata Atlântica,Florianópolis,82.3,5,24.66333333333333,18.766666666666666,30,96.44166666666666,-14.66,normal
202205,2022,5,SC,Sul,Mata Atlântica,Florianópolis,273.2,14,21.58709677419355,15.225806451612904,31,118.29166666666667,130.95,enchente_severa
202206,2022,6,SC,Sul,Mata Atlântica,Florianópolis,106.1,12,19.19333333333333,13.093333333333334,30,94.48333333333333,12.29,normal
202207,2022,7,SC,Sul,Mata Atlântica,Florianópolis,22.6,21,21.75483870967742,15.041935483870969,31,74.2,-69.54,seca_severa
202208,2022,8,SC,Sul,Mata Atlântica,Florianópolis,230.2,16,20.061290322580643,13.948387096774193,31,83.45454545454545,175.84,enchente_severa
202209,2022,9,SC,Sul,Mata Atlântica,Florianópolis,90.2,12,21.19333333333333,14.233333333333333,30,109.42727272727274,-17.57,normal
