periodo,ano,mes,estado,cidade,precipitacao_total_mm,precip_max_dia_mm,dias_com_chuva,dias_extremo_leve,dias_extremo_moderado,dias_extremo_severo,dias_consecutivos_max,indice_enchente,risco_enchente
202207,2022,7,RS,Santa Maria,170.9,44.4,11,1,0,0,3,12.5,ALTO
202208,2022,8,RS,Caxias do Sul,140.9,36.9,12,1,0,0,7,22.5,CRITICO
202208,2022,8,RS,Lajeado,103.1,34.8,10,1,0,0,3,12.5,ALTO
202208,2022,8,RS,Porto Alegre,84.7,19.5,11,0,0,0,3,7.5,MODERADO
202208,2022,8,RS,Santa Maria,95.7,18.9,9,0,0,0,2,5.0,MODERADO
202209,2022,9,RS,Caxias do Sul,128.3,40.9,13,1,0,0,4,15.0,ALTO
202209,2022,9,RS,Lajeado,94.8,17.9,10,0,0,0,2,5.0,MODERADO
202209,2022,9,RS,Porto Alegre,64.8,16.4,8,0,0,0,4,10.0,ALTO
202209,2022,9,RS,Santa Maria,76.3,18.2,9,0,0,0,2,5.0,MODERADO
202210,2022,10,RS,Caxias do Sul,154.1,35.6,16,1,0,0,5,17.5,ALTO
202210,2022,10,RS,Lajeado,173.7,30.9,15,1,0,0,3,12.5,ALTO
202210,2022,10,RS,Porto Alegre,121.5,26.1,13,0,0,0,3,7.5,MODERADO
202210,2022,10,RS,Santa Maria,141.1,37.1,14,1,0,0,4,15.0,ALTO
202211,2022,11,RS,Caxias do Sul,76.8,35.3,13,1,0,0,4,15.0,ALTO
202211,2022,11,RS,Lajeado,67.9,37.3,5,1,0,0,2,10.0,ALTO
202211,2022,11,RS,Porto Alegre,52.0,21.6,8,0,0,0,3,7.5,MODERADO
202211,2022,11,RS,Santa Maria,68.8,28.1,5,0,0,0,2,5.0,MODERADO
202212,2022,12,RS,Caxias do Sul,126.0,26.2,17,0,0,0,6,15.0,ALTO
202212,2022,12,RS,Lajeado,105.4,30.2,12,1,0,0,5,17.5,ALTO
202212,2022,12,RS,Porto Alegre,92.1,28.8,6,0,0,0,3,7.5,MODERADO
202212,2022,12,RS,Santa Maria,60.5,26.2,8,0,0,0,3,7.5,MODERADO
202301,2023,1,RS,Caxias do Sul,113.2,27.0,19,0,0,0,11,27.5,CRITICO
202301,2023,1,RS,Lajeado,89.3,20.7,12,0,0,0,6,15.0,ALTO
202301,2023,1,RS,Porto Alegre,45.9,13.8,8,0,0,0,3,7.5,MODERADO
202301,2023,1,RS,Santa Maria,58.4,18.5,9,0,0,0,3,7.5,MODERADO
202302,2023,2,RS,Caxias do Sul,130.3,25.2,14,0,0,0,4,10.0,ALTO
202302,2023,2,RS,Lajeado,44.1,11.6,9,0,0,0,3,7.5,MODERADO
202302,2023,2,RS,Porto Alegre,67.2,21.6,10,0,0,0,3,7.5,MODERADO
202302,2023,2,RS,Santa Maria,61.2,14.3,7,0,0,0,3,7.5,MODERADO
202303,2023,3,RS,Caxias do Sul,118.5,21.8,19,0,0,0,7,17.5,ALTO
202303,2023,3,RS,Lajeado,127.8,30.7,16,1,0,0,7,22.5,CRITICO
202303,2023,3,RS,Porto Alegre,92.8,19.6,14,0,0,0,7,17.5,ALTO
202303,2023,3,RS,Santa Maria,95.1,19.5,15,0,0,0,6,15.0,ALTO
202304,2023,4,RS,Caxias do Sul,92.2,22.4,13,0,0,0,4,10.0,ALTO
202304,2023,4,RS,Lajeado,72.4,19.7,9,0,0,0,3,7.5,MODERADO
202304,2023,4,RS,Porto Alegre,24.7,11.6,3,0,0,0,1,2.5,BAIXO
202304,2023,4,RS,Santa Maria,60.4,29.1,6,0,0,0,2,5.0,MODERADO
202305,2023,5,RS,Caxias do Sul,111.2,28.9,9,0,0,0,4,10.0,ALTO
202305,2023,5,RS,Lajeado,135.8,42.5,8,1,0,0,4,15.0,ALTO
202305,2023,5,RS,Porto Alegre,95.3,27.1,8,0,0,0,7,17.5,ALTO
202305,2023,5,RS,Santa Maria,191.1,43.2,10,3,0,0,7,32.5,CRITICO
202306,2023,6,RS,Caxias do Sul,219.2,82.0,9,3,1,1,4,55.0,CRITICO
202306,2023,6,RS,Lajeado,271.1,102.5,9,4,1,1,3,57.5,CRITICO
202306,2023,6,RS,Porto Alegre,184.6,61.2,11,2,2,0,5,42.5,CRITICO
202306,2023,6,RS,Santa Maria,145.1,47.8,11,1,0,0,3,12.5,ALTO
202307,2023,7,RS,Caxias do Sul,204.0,59.3,10,2,2,0,5,42.5,CRITICO
202307,2023,7,RS,Lajeado,184.9,70.6,9,2,1,0,3,27.5,CRITICO
202307,2023,7,RS,Porto Alegre,222.4,69.7,10,4,1,0,4,40.0,CRITICO
202307,2023,7,RS,Santa Maria,169.1,48.1,11,2,0,0,3,17.5,ALTO
202308,2023,8,RS,Caxias do Sul,124.9,43.0,8,2,0,0,2,15.0,ALTO
202308,2023,8,RS,Lajeado,129.4,54.8,9,1,1,0,3,22.5,CRITICO
202308,2023,8,RS,Porto Alegre,125.8,48.4,10,1,0,0,4,15.0,ALTO
202308,2023,8,RS,Santa Maria,83.5,28.6,7,0,0,0,3,7.5,MODERADO
202309,2023,9,RS,Caxias do Sul,333.0,68.1,23,3,1,0,5,37.5,CRITICO
202309,2023,9,RS,Lajeado,388.6,95.8,19,5,2,1,7,82.5,CRITICO
202309,2023,9,RS,Porto Alegre,427.7,97.1,19,3,2,2,7,92.5,CRITICO
202309,2023,9,RS,Santa Maria,554.3,78.6,19,7,6,0,7,100.0,CRITICO
202310,2023,10,RS,Caxias do Sul,257.5,48.8,17,4,0,0,6,35.0,CRITICO
202310,2023,10,RS,Lajeado,222.5,46.5,15,3,0,0,6,30.0,CRITICO
202310,2023,10,RS,Porto Alegre,169.9,41.7,14,3,0,0,4,25.0,CRITICO
202310,2023,10,RS,Santa Maria,346.1,126.4,12,3,2,2,3,82.5,CRITICO
202311,2023,11,RS,Caxias do Sul,385.7,71.5,16,6,3,0,8,80.0,CRITICO
202311,2023,11,RS,Lajeado,352.6,77.3,15,5,1,0,4,45.0,CRITICO
202311,2023,11,RS,Porto Alegre,288.0,49.5,14,4,0,0,4,30.0,CRITICO
202311,2023,11,RS,Santa Maria,244.6,78.0,15,2,1,0,4,30.0,CRITICO
202312,2023,12,RS,Caxias do Sul,153.1,23.3,19,0,0,0,4,10.0,ALTO
202312,2023,12,RS,Lajeado,147.5,28.6,16,0,0,0,3,7.5,MODERADO
202312,2023,12,RS,Porto Alegre,104.6,24.8,13,0,0,0,3,7.5,MODERADO
202312,2023,12,RS,Santa Maria,141.7,36.1,17,1,0,0,6,20.0,CRITICO
202401,2024,1,RS,Caxias do Sul,207.8,33.0,22,1,0,0,11,32.5,CRITICO
202401,2024,1,RS,Lajeado,184.1,38.7,14,1,0,0,5,17.5,ALTO
202401,2024,1,RS,Porto Alegre,130.3,29.0,14,0,0,0,5,12.5,ALTO
202401,2024,1,RS,Santa Maria,74.9,30.4,12,1,0,0,5,17.5,ALTO
202402,2024,2,RS,Caxias do Sul,149.5,36.4,17,3,0,0,7,32.5,CRITICO
202402,2024,2,RS,Lajeado,119.6,36.4,11,1,0,0,7,22.5,CRITICO
202402,2024,2,RS,Porto Alegre,109.8,42.1,10,1,0,0,4,15.0,ALTO
202402,2024,2,RS,Santa Maria,110.9,22.6,12,0,0,0,4,10.0,ALTO
202403,2024,3,RS,Caxias do Sul,88.1,20.9,12,0,0,0,2,5.0,MODERADO
202403,2024,3,RS,Lajeado,84.2,30.0,11,0,0,0,2,5.0,MODERADO
202403,2024,3,RS,Porto Alegre,89.9,31.8,8,1,0,0,3,12.5,ALTO
202403,2024,3,RS,Santa Maria,150.0,45.5,10,2,0,0,4,20.0,CRITICO
202404,2024,4,RS,Caxias do Sul,180.2,28.0,18,0,0,0,4,10.0,ALTO
202404,2024,4,RS,Lajeado,189.9,26.5,18,0,0,0,5,12.5,ALTO
202404,2024,4,RS,Porto Alegre,238.1,86.0,12,2,2,1,4,60.0,CRITICO
202404,2024,4,RS,Santa Maria,342.3,59.3,18,5,3,0,8,75.0,CRITICO
202405,2024,5,RS,Caxias do Sul,515.9,88.9,21,7,4,2,5,100.0,CRITICO
202405,2024,5,RS,Lajeado,492.3,98.4,16,5,5,2,5,100.0,CRITICO
202405,2024,5,RS,Porto Alegre,356.1,56.2,15,5,1,0,5,47.5,CRITICO
202405,2024,5,RS,Santa Maria,300.9,76.8,17,2,2,0,5,42.5,CRITICO
202406,2024,6,RS,Caxias do Sul,182.2,47.9,13,1,0,0,7,22.5,CRITICO
202406,2024,6,RS,Lajeado,169.0,73.3,12,1,1,0,7,32.5,CRITICO
202406,2024,6,RS,Porto Alegre,160.8,46.9,11,3,0,0,3,22.5,CRITICO
202406,2024,6,RS,Santa Maria,162.6,26.7,13,0,0,0,12,30.0,CRITICO
202407,2024,7,RS,Caxias do Sul,110.1,17.8,15,0,0,0,6,15.0,ALTO
202407,2024,7,RS,Lajeado,106.4,21.9,9,0,0,0,2,5.0,MODERADO
202407,2024,7,RS,Porto Alegre,101.9,18.4,12,0,0,0,3,7.5,MODERADO
202407,2024,7,RS,Santa Maria,52.6,16.8,8,0,0,0,3,7.5,MODERADO
202408,2024,8,RS,Caxias do Sul,74.9,31.7,11,1,0,0,5,17.5,ALTO
202408,2024,8,RS,Lajeado,129.7,25.9,10,0,0,0,6,15.0,ALTO
202408,2024,8,RS,Porto Alegre,86.8,17.7,11,0,0,0,5,12.5,ALTO
202408,2024,8,RS,Santa Maria,128.1,43.7,9,2,0,0,5,22.5,CRITICO
202409,2024,9,RS,Caxias do Sul,155.8,39.0,11,2,0,0,3,17.5,ALTO
202409,2024,9,RS,Lajeado,187.0,34.1,10,2,0,0,4,20.0,CRITICO
202409,2024,9,RS,Porto Alegre,189.8,50.7,9,2,1,0,4,30.0,CRITICO
202409,2024,9,RS,Santa Maria,195.8,49.2,12,2,0,0,6,25.0,CRITICO
202410,2024,10,RS,Caxias do Sul,226.3,41.0,15,2,0,0,6,25.0,CRITICO
202410,2024,10,RS,Lajeado,146.6,37.1,14,1,0,0,6,20.0,CRITICO
202410,2024,10,RS,Porto Alegre,82.1,24.0,9,0,0,0,2,5.0,MODERADO
202410,2024,10,RS,Santa Maria,140.3,36.2,12,1,0,0,6,20.0,CRITICO
202411,2024,11,RS,Caxias do Sul,121.1,23.7,16,0,0,0,6,15.0,ALTO
202411,2024,11,RS,Lajeado,101.0,15.6,15,0,0,0,6,15.0,ALTO
202411,2024,11,RS,Porto Alegre,86.2,42.4,13,1,0,0,5,17.5,ALTO
202411,2024,11,RS,Santa Maria,120.7,36.4,13,1,0,0,4,15.0,ALTO
202412,2024,12,RS,Caxias do Sul,230.3,38.8,17,2,0,0,4,20.0,CRITICO
202412,2024,12,RS,Lajeado,201.0,36.4,15,1,0,0,4,15.0,ALTO
202412,2024,12,RS,Porto Alegre,152.2,27.3,13,0,0,0,4,10.0,ALTO
202412,2024,12,RS,Santa Maria,125.7,40.0,10,1,0,0,4,15.0,ALTO
201501,2015,1,SC,Blumenau,212.7,26.9,24,0,0,0,10,25.0,CRITICO
201501,2015,1,SC,Florianopolis,197.6,23.7,24,0,0,0,18,45.0,CRITICO
201502,2015,2,SC,Blumenau,306.3,37.6,22,4,0,0,6,35.0,CRITICO
201502,2015,2,SC,Florianopolis,370.7,84.0,19,3,2,2,5,87.5,CRITICO
201503,2015,3,SC,Blumenau,214.9,32.5,22,1,0,0,9,27.5,CRITICO
201503,2015,3,SC,Florianopolis,173.8,20.9,19,0,0,0,9,22.5,CRITICO
201504,2015,4,SC,Blumenau,53.9,16.5,8,0,0,0,2,5.0,MODERADO
201504,2015,4,SC,Florianopolis,49.3,15.9,12,0,0,0,4,10.0,ALTO
201505,2015,5,SC,Blumenau,134.2,22.5,14,0,0,0,4,10.0,ALTO
201505,2015,5,SC,Florianopolis,156.6,38.8,17,1,0,0,7,22.5,CRITICO
201506,2015,6,SC,Blumenau,103.6,25.9,7,0,0,0,5,12.5,ALTO
201506,2015,6,SC,Florianopolis,101.9,28.8,6,0,0,0,3,7.5,MODERADO
201507,2015,7,SC,Blumenau,140.2,25.6,12,0,0,0,3,7.5,MODERADO
201507,2015,7,SC,Florianopolis,158.1,33.2,14,1,0,0,3,12.5,ALTO
201508,2015,8,SC,Blumenau,43.4,15.4,8,0,0,0,5,12.5,ALTO
201508,2015,8,SC,Florianopolis,48.1,12.8,8,0,0,0,3,7.5,MODERADO
201509,2015,9,SC,Blumenau,197.3,32.9,16,2,0,0,5,22.5,CRITICO
201509,2015,9,SC,Florianopolis,181.9,47.6,19,1,0,0,6,20.0,CRITICO
201510,2015,10,SC,Blumenau,228.7,30.8,22,1,0,0,8,25.0,CRITICO
201510,2015,10,SC,Florianopolis,227.3,35.8,21,1,0,0,9,27.5,CRITICO
201511,2015,11,SC,Blumenau,166.3,19.9,26,0,0,0,14,35.0,CRITICO
201511,2015,11,SC,Florianopolis,159.0,19.5,22,0,0,0,7,17.5,ALTO
201512,2015,12,SC,Blumenau,259.2,39.9,22,2,0,0,8,30.0,CRITICO
201512,2015,12,SC,Florianopolis,223.9,33.9,24,1,0,0,9,27.5,CRITICO
201601,2016,1,SC,Blumenau,168.1,55.9,19,1,1,0,6,30.0,CRITICO
201601,2016,1,SC,Florianopolis,145.0,39.9,20,1,0,0,7,22.5,CRITICO
201602,2016,2,SC,Blumenau,280.1,40.5,23,1,0,0,9,27.5,CRITICO
201602,2016,2,SC,Florianopolis,253.1,43.5,23,1,0,0,9,27.5,CRITICO
201603,2016,3,SC,Blumenau,216.8,43.5,21,2,0,0,10,35.0,CRITICO
201603,2016,3,SC,Florianopolis,186.7,52.9,19,2,1,0,5,32.5,CRITICO
201604,2016,4,SC,Blumenau,91.9,29.7,13,0,0,0,6,15.0,ALTO
201604,2016,4,SC,Florianopolis,105.1,31.8,12,1,0,0,7,22.5,CRITICO
201605,2016,5,SC,Blumenau,114.8,42.8,14,1,0,0,5,17.5,ALTO
201605,2016,5,SC,Florianopolis,86.5,22.3,13,0,0,0,3,7.5,MODERADO
201606,2016,6,SC,Blumenau,52.7,12.8,9,0,0,0,3,7.5,MODERADO
201606,2016,6,SC,Florianopolis,49.9,15.8,8,0,0,0,3,7.5,MODERADO
201607,2016,7,SC,Blumenau,94.8,32.5,5,1,0,0,4,15.0,ALTO
201607,2016,7,SC,Florianopolis,76.2,31.9,4,1,0,0,4,15.0,ALTO
201608,2016,8,SC,Blumenau,162.3,32.6,13,1,0,0,5,17.5,ALTO
201608,2016,8,SC,Florianopolis,133.9,31.5,10,2,0,0,5,22.5,CRITICO
201609,2016,9,SC,Blumenau,85.4,51.5,6,1,1,0,4,25.0,CRITICO
201609,2016,9,SC,Florianopolis,80.5,43.2,9,1,0,0,4,15.0,ALTO
201610,2016,10,SC,Blumenau,178.6,39.4,16,3,0,0,4,25.0,CRITICO
201610,2016,10,SC,Florianopolis,166.1,35.1,15,2,0,0,5,22.5,CRITICO
201611,2016,11,SC,Blumenau,94.0,19.2,12,0,0,0,3,7.5,MODERADO
201611,2016,11,SC,Florianopolis,88.0,18.6,11,0,0,0,3,7.5,MODERADO
201612,2016,12,SC,Blumenau,215.6,35.6,21,2,0,0,6,25.0,CRITICO
201612,2016,12,SC,Florianopolis,214.1,60.5,20,1,1,0,6,30.0,CRITICO
201701,2017,1,SC,Blumenau,198.8,28.0,22,0,0,0,6,15.0,ALTO
201701,2017,1,SC,Florianopolis,125.6,20.8,21,0,0,0,7,17.5,ALTO
201702,2017,2,SC,Blumenau,188.9,42.4,19,2,0,0,8,30.0,CRITICO
201702,2017,2,SC,Florianopolis,119.7,34.5,13,1,0,0,7,22.5,CRITICO
201703,2017,3,SC,Blumenau,111.5,12.5,21,0,0,0,7,17.5,ALTO
201703,2017,3,SC,Florianopolis,111.2,24.7,20,0,0,0,6,15.0,ALTO
201704,2017,4,SC,Blumenau,98.2,11.7,21,0,0,0,12,30.0,CRITICO
201704,2017,4,SC,Florianopolis,94.9,13.0,18,0,0,0,6,15.0,ALTO
201705,2017,5,SC,Blumenau,254.8,61.4,18,2,1,0,6,35.0,CRITICO
201705,2017,5,SC,Florianopolis,216.7,52.3,18,3,1,0,6,40.0,CRITICO
201706,2017,6,SC,Blumenau,95.6,39.3,9,1,0,0,5,17.5,ALTO
201706,2017,6,SC,Florianopolis,125.2,55.9,10,2,1,0,3,27.5,CRITICO
201707,2017,7,SC,Blumenau,18.5,6.2,5,0,0,0,2,5.0,MODERADO
201707,2017,7,SC,Florianopolis,13.8,8.5,3,0,0,0,2,5.0,MODERADO
201708,2017,8,SC,Blumenau,87.2,39.3,10,1,0,0,3,12.5,ALTO
201708,2017,8,SC,Florianopolis,68.2,28.7,4,0,0,0,1,2.5,BAIXO
201709,2017,9,SC,Blumenau,53.1,26.1,3,0,0,0,3,7.5,MODERADO
201709,2017,9,SC,Florianopolis,85.4,65.0,3,1,1,0,3,22.5,CRITICO
201710,2017,10,SC,Blumenau,91.2,13.8,14,0,0,0,4,10.0,ALTO
201710,2017,10,SC,Florianopolis,81.0,20.0,12,0,0,0,3,7.5,MODERADO
201711,2017,11,SC,Blumenau,126.7,30.3,18,1,0,0,7,22.5,CRITICO
201711,2017,11,SC,Florianopolis,94.9,22.2,13,0,0,0,4,10.0,ALTO
201712,2017,12,SC,Blumenau,212.1,58.3,19,2,1,0,5,32.5,CRITICO
201712,2017,12,SC,Florianopolis,173.0,63.4,14,1,1,0,5,27.5,CRITICO
201801,2018,1,SC,Blumenau,248.4,31.8,21,2,0,0,9,32.5,CRITICO
201801,2018,1,SC,Florianopolis,169.9,48.5,20,2,0,0,6,25.0,CRITICO
201802,2018,2,SC,Blumenau,151.4,36.8,16,2,0,0,7,27.5,CRITICO
201802,2018,2,SC,Florianopolis,134.7,46.5,13,2,0,0,4,20.0,CRITICO
201803,2018,3,SC,Blumenau,147.2,20.4,19,0,0,0,8,20.0,CRITICO
201803,2018,3,SC,Florianopolis,154.9,24.9,17,0,0,0,9,22.5,CRITICO
201804,2018,4,SC,Blumenau,42.5,7.6,11,0,0,0,5,12.5,ALTO
201804,2018,4,SC,Florianopolis,25.5,4.3,9,0,0,0,3,7.5,MODERADO
201805,2018,5,SC,Blumenau,45.4,13.4,11,0,0,0,3,7.5,MODERADO
201805,2018,5,SC,Florianopolis,45.2,16.6,10,0,0,0,3,7.5,MODERADO
201806,2018,6,SC,Blumenau,59.2,16.9,10,0,0,0,3,7.5,MODERADO
201806,2018,6,SC,Florianopolis,42.0,10.7,8,0,0,0,3,7.5,MODERADO
201807,2018,7,SC,Blumenau,26.6,8.1,7,0,0,0,2,5.0,MODERADO
201807,2018,7,SC,Florianopolis,69.4,36.8,6,1,0,0,2,10.0,ALTO
201808,2018,8,SC,Blumenau,50.9,12.2,7,0,0,0,2,5.0,MODERADO
201808,2018,8,SC,Florianopolis,64.7,16.0,10,0,0,0,6,15.0,ALTO
201809,2018,9,SC,Blumenau,229.7,111.7,16,2,1,1,6,55.0,CRITICO
201809,2018,9,SC,Florianopolis,162.0,33.1,18,1,0,0,8,25.0,CRITICO
201810,2018,10,SC,Blumenau,239.4,34.9,22,1,0,0,5,17.5,ALTO
201810,2018,10,SC,Florianopolis,160.3,32.8,19,1,0,0,6,20.0,CRITICO
201811,2018,11,SC,Blumenau,118.7,17.4,18,0,0,0,4,10.0,ALTO
201811,2018,11,SC,Florianopolis,90.2,22.6,21,0,0,0,9,22.5,CRITICO
201812,2018,12,SC,Blumenau,126.6,19.4,20,0,0,0,14,35.0,CRITICO
201812,2018,12,SC,Florianopolis,97.4,41.6,15,1,0,0,8,25.0,CRITICO
201901,2019,1,SC,Blumenau,256.1,52.6,23,1,1,0,11,42.5,CRITICO
201901,2019,1,SC,Florianopolis,97.9,19.8,18,0,0,0,5,12.5,ALTO
201902,2019,2,SC,Blumenau,274.7,55.7,20,3,3,0,9,67.5,CRITICO
201902,2019,2,SC,Florianopolis,135.0,37.3,15,1,0,0,6,20.0,CRITICO
201903,2019,3,SC,Blumenau,146.0,26.2,20,0,0,0,7,17.5,ALTO
201903,2019,3,SC,Florianopolis,121.0,19.6,19,0,0,0,4,10.0,ALTO
201904,2019,4,SC,Blumenau,148.2,32.8,14,1,0,0,5,17.5,ALTO
201904,2019,4,SC,Florianopolis,125.3,26.4,13,0,0,0,5,12.5,ALTO
201905,2019,5,SC,Blumenau,161.1,31.8,18,1,0,0,5,17.5,ALTO
201905,2019,5,SC,Florianopolis,188.7,30.2,20,1,0,0,11,32.5,CRITICO
201906,2019,6,SC,Blumenau,49.3,20.4,5,0,0,0,3,7.5,MODERADO
201906,2019,6,SC,Florianopolis,41.4,14.6,4,0,0,0,3,7.5,MODERADO
201907,2019,7,SC,Blumenau,77.2,28.7,8,0,0,0,2,5.0,MODERADO
201907,2019,7,SC,Florianopolis,69.4,23.2,8,0,0,0,3,7.5,MODERADO
201908,2019,8,SC,Blumenau,43.8,13.7,8,0,0,0,3,7.5,MODERADO
201908,2019,8,SC,Florianopolis,23.6,8.2,5,0,0,0,2,5.0,MODERADO
201909,2019,9,SC,Blumenau,122.7,29.4,15,0,0,0,5,12.5,ALTO
201909,2019,9,SC,Florianopolis,71.3,23.7,12,0,0,0,4,10.0,ALTO
201910,2019,10,SC,Blumenau,99.4,14.0,18,0,0,0,8,20.0,CRITICO
201910,2019,10,SC,Florianopolis,77.1,14.3,16,0,0,0,6,15.0,ALTO
201911,2019,11,SC,Blumenau,127.4,39.6,17,1,0,0,8,25.0,CRITICO
201911,2019,11,SC,Florianopolis,106.3,20.4,17,0,0,0,6,15.0,ALTO
201912,2019,12,SC,Blumenau,96.6,19.6,13,0,0,0,4,10.0,ALTO
201912,2019,12,SC,Florianopolis,61.2,14.5,8,0,0,0,4,10.0,ALTO
202001,2020,1,SC,Blumenau,199.9,33.3,16,2,0,0,5,22.5,CRITICO
202001,2020,1,SC,Florianopolis,200.9,45.0,17,2,0,0,5,22.5,CRITICO
202002,2020,2,SC,Blumenau,234.3,39.6,19,2,0,0,9,32.5,CRITICO
202002,2020,2,SC,Florianopolis,153.2,57.0,18,1,1,0,9,37.5,CRITICO
202003,2020,3,SC,Blumenau,87.1,24.1,15,0,0,0,4,10.0,ALTO
202003,2020,3,SC,Florianopolis,57.2,8.7,19,0,0,0,10,25.0,CRITICO
202004,2020,4,SC,Blumenau,35.6,9.3,8,0,0,0,2,5.0,MODERADO
202004,2020,4,SC,Florianopolis,35.3,12.1,7,0,0,0,2,5.0,MODERADO
202005,2020,5,SC,Blumenau,87.0,57.0,8,1,1,0,3,22.5,CRITICO
202005,2020,5,SC,Florianopolis,31.9,13.4,5,0,0,0,1,2.5,BAIXO
202006,2020,6,SC,Blumenau,169.5,29.8,15,0,0,0,4,10.0,ALTO
202006,2020,6,SC,Florianopolis,138.7,27.1,14,0,0,0,3,7.5,MODERADO
202007,2020,7,SC,Blumenau,66.7,14.5,10,0,0,0,3,7.5,MODERADO
202007,2020,7,SC,Florianopolis,82.5,14.1,8,0,0,0,3,7.5,MODERADO
202008,2020,8,SC,Blumenau,123.2,32.8,11,1,0,0,9,27.5,CRITICO
202008,2020,8,SC,Florianopolis,74.4,18.6,10,0,0,0,9,22.5,CRITICO
202009,2020,9,SC,Blumenau,43.9,8.0,9,0,0,0,4,10.0,ALTO
202009,2020,9,SC,Florianopolis,96.3,38.3,11,1,0,0,5,17.5,ALTO
202010,2020,10,SC,Blumenau,113.4,39.0,15,1,0,0,6,20.0,CRITICO
202010,2020,10,SC,Florianopolis,91.0,17.9,16,0,0,0,7,17.5,ALTO
202011,2020,11,SC,Blumenau,237.0,66.2,23,1,1,0,10,40.0,CRITICO
202011,2020,11,SC,Florianopolis,120.2,21.8,17,0,0,0,5,12.5,ALTO
202012,2020,12,SC,Blumenau,279.2,49.1,24,3,0,0,7,32.5,CRITICO
202012,2020,12,SC,Florianopolis,232.5,40.9,23,1,0,0,9,27.5,CRITICO
202101,2021,1,SC,Blumenau,404.8,47.8,30,1,0,0,18,50.0,CRITICO
202101,2021,1,SC,Florianopolis,296.6,43.0,28,3,0,0,22,70.0,CRITICO
202102,2021,2,SC,Blumenau,148.1,33.7,16,1,0,0,6,20.0,CRITICO
202102,2021,2,SC,Florianopolis,171.4,35.6,14,2,0,0,6,25.0,CRITICO
202103,2021,3,SC,Blumenau,171.3,39.3,22,1,0,0,7,22.5,CRITICO
202103,2021,3,SC,Florianopolis,202.0,45.3,18,1,0,0,4,15.0,ALTO
202104,2021,4,SC,Blumenau,64.8,12.7,11,0,0,0,6,15.0,ALTO
202104,2021,4,SC,Florianopolis,73.2,12.1,16,0,0,0,8,20.0,CRITICO
202105,2021,5,SC,Blumenau,74.4,28.4,8,0,0,0,2,5.0,MODERADO
202105,2021,5,SC,Florianopolis,85.9,27.2,9,0,0,0,4,10.0,ALTO
202106,2021,6,SC,Blumenau,156.2,47.0,15,1,0,0,6,20.0,CRITICO
202106,2021,6,SC,Florianopolis,221.0,112.7,14,1,1,1,6,50.0,CRITICO
202107,2021,7,SC,Blumenau,23.8,8.6,5,0,0,0,2,5.0,MODERADO
202107,2021,7,SC,Florianopolis,21.7,14.0,4,0,0,0,2,5.0,MODERADO
202108,2021,8,SC,Blumenau,56.8,16.3,13,0,0,0,6,15.0,ALTO
202108,2021,8,SC,Florianopolis,55.6,14.7,12,0,0,0,3,7.5,MODERADO
202109,2021,9,SC,Blumenau,137.8,35.8,14,1,0,0,3,12.5,ALTO
202109,2021,9,SC,Florianopolis,114.5,34.7,14,1,0,0,3,12.5,ALTO
202110,2021,10,SC,Blumenau,246.6,45.4,25,1,0,0,16,45.0,CRITICO
202110,2021,10,SC,Florianopolis,171.7,27.0,23,0,0,0,10,25.0,CRITICO
202111,2021,11,SC,Blumenau,99.9,28.3,17,0,0,0,7,17.5,ALTO
202111,2021,11,SC,Florianopolis,99.7,33.6,13,1,0,0,3,12.5,ALTO
202112,2021,12,SC,Blumenau,101.9,15.1,19,0,0,0,6,15.0,ALTO
202112,2021,12,SC,Florianopolis,59.6,18.1,14,0,0,0,4,10.0,ALTO
202201,2022,1,SC,Blumenau,189.5,28.9,18,0,0,0,8,20.0,CRITICO
202201,2022,1,SC,Florianopolis,91.4,15.4,15,0,0,0,8,20.0,CRITICO
202202,2022,2,SC,Blumenau,87.5,20.2,18,0,0,0,5,12.5,ALTO
202202,2022,2,SC,Florianopolis,96.0,15.6,17,0,0,0,6,15.0,ALTO
202203,2022,3,SC,Blumenau,227.8,24.4,24,0,0,0,11,27.5,CRITICO
202203,2022,3,SC,Florianopolis,173.1,27.5,23,0,0,0,11,27.5,CRITICO
202204,2022,4,SC,Blumenau,122.0,23.6,18,0,0,0,8,20.0,CRITICO
202204,2022,4,SC,Florianopolis,82.3,13.3,14,0,0,0,5,12.5,ALTO
202205,2022,5,SC,Blumenau,218.6,101.1,9,2,1,1,4,50.0,CRITICO
202205,2022,5,SC,Florianopolis,273.2,125.8,11,4,2,1,5,72.5,CRITICO
202206,2022,6,SC,Blumenau,99.6,31.0,10,1,0,0,3,12.5,ALTO
202206,2022,6,SC,Florianopolis,106.1,25.9,11,0,0,0,3,7.5,MODERADO
202207,2022,7,SC,Blumenau,26.1,12.5,4,0,0,0,1,2.5,BAIXO
202207,2022,7,SC,Florianopolis,22.6,12.3,5,0,0,0,2,5.0,MODERADO
202208,2022,8,SC,Blumenau,248.7,100.0,11,3,1,1,5,57.5,CRITICO
202208,2022,8,SC,Florianopolis,230.2,92.2,10,4,1,1,5,62.5,CRITICO
202209,2022,9,SC,Blumenau,147.2,27.9,14,0,0,0,3,7.5,MODERADO
202209,2022,9,SC,Florianopolis,90.2,35.4,14,1,0,0,4,15.0,ALTO
202210,2022,10,SC,Blumenau,180.2,28.8,21,0,0,0,10,25.0,CRITICO
202210,2022,10,SC,Florianopolis,194.6,42.9,16,2,0,0,8,30.0,CRITICO
